id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
214d1342-5772-4c2b-bf55-2d421f1bf82c,Allana Martins,1997-09-01,295.261.991-53,23433869,Carvalho da Mata,PR,Brasil,M,0900-421-7644,29526199153@exemplo.com.br,2024-12-10
6a0bdc88-41b2-4355-b27d-92062335640d,Ana Viana,1987-03-28,287.517.546-14,03008-407,Ribeiro de Moreira,PR,Brasil,F,11 9851 7412,28751754614@exemplo.com.br,2025-07-07
3eb618dd-1001-4a6c-a559-39c6d4e7c38b,Carlos Eduardo Mendonça,1938-09-18,386.555.740-00,95470498,Duarte,RS,Brasil,M,(071) 9315 7574,38655574000@exemplo.com.br,2024-11-01
55fd3ed8-c4fd-477a-9547-b900e659348b,Felipe Fogaça,1972-03-10,717.742.909-67,37390027,Santos,AC,Brasil,F,0500-741-6990,71774290967@exemplo.com.br,2024-01-26
560c02c1-c73a-4a7c-ac0c-88ee0f29c45c,Ester Garcia,1999-12-30,528.937.640-49,26912-548,Souza,MG,Brasil,F,(084) 3482 6417,52893764049@exemplo.com.br,2025-02-23
1987deec-148e-4db4-bb5f-c4f9261eb0e3,Pedro Henrique Porto,1986-09-08,155.127.857-73,39363395,Mendes,RR,Brasil,M,+55 61 5732-9195,15512785773@exemplo.com.br,2025-05-30
b29aa3c4-6354-4759-bdb8-d2e7ac613b08,Liz Farias,1985-07-23,740.937.278-75,61095617,Nascimento de Goiás,AM,Brasil,M,71 2192-4614,74093727875@exemplo.com.br,2024-08-22
45f6cc11-a945-4db6-9daf-758d3163d363,Luiza da Luz,1981-08-31,926.031.165-69,04472-162,Santos do Amparo,AP,Brasil,F,84 3620 6913,92603116569@exemplo.com.br,2024-06-20
d9448aad-b946-4eab-839f-1e0cb4b7153f,Maria Clara Viana,1944-02-22,383.222.970-84,96155-568,Duarte,RN,Brasil,F,+55 (081) 0516 1074,38322297084@exemplo.com.br,2025-11-01
0aafa332-9a51-479c-b2ad-e8ecc3b0eef9,Anthony Melo,1950-01-20,821.093.113-53,70540-622,Ramos,SP,Brasil,F,+55 71 4104 7041,82109311353@exemplo.com.br,2025-05-16
958d9fd2-9cd1-450e-b744-70821522e08e,Théo Vieira,1989-12-25,754.205.435-62,47108-330,Barros,MT,Brasil,F,+55 (061) 0969-7979,75420543562@exemplo.com.br,2025-08-17
de9ae402-05d5-4b44-b471-68b816e79529,Antônio Farias,1983-07-24,522.852.524-17,22841078,Martins do Oeste,SP,Brasil,F,+55 (061) 2022 5420,52285252417@exemplo.com.br,2024-01-08
965762c9-4709-48fb-9b33-c775e7c164f3,Bruna Machado,1941-01-28,427.264.208-15,76311-152,Cassiano do Campo,BA,Brasil,M,+55 31 8376-6612,42726420815@exemplo.com.br,2025-07-31
31980b7e-a04d-4cf7-9289-c595bfd1e790,Fernanda Rezende,1994-02-19,651.874.311-03,71898-625,Vieira do Oeste,AC,Brasil,M,41 5842-2186,65187431103@exemplo.com.br,2024-10-15
14e61402-5607-4c84-83ec-b087f70a7af9,Ana Luiza Pastor,1981-01-09,551.587.506-13,37315085,Costela do Galho,ES,Brasil,F,(011) 8007-4667,55158750613@exemplo.com.br,2025-03-22
50c3b984-c20d-4cf6-9ef1-8aa3b97d71cd,Matheus da Paz,1957-09-03,497.195.731-57,44293347,Barbosa Grande,RN,Brasil,F,(081) 9737 0424,49719573157@exemplo.com.br,2025-08-02
054ee1c8-82f9-4b0f-8e94-7c172ac56e42,Milena Ramos,1969-03-25,250.818.308-95,92533-372,Gonçalves,PI,Brasil,F,+55 84 7674-8649,25081830895@exemplo.com.br,2024-01-17
b2479a7f-2b50-435c-be52-60fc184e50af,Helena Melo,1977-04-24,180.201.962-52,19976-835,Aragão da Praia,DF,Brasil,F,71 7006-0198,18020196252@exemplo.com.br,2025-10-17
ddff4e42-b828-46d5-bd8e-658e0c5962c8,Sra. Juliana da Cunha,1989-04-12,369.429.580-66,00896-818,Duarte do Galho,PA,Brasil,F,(084) 4751 3479,36942958066@exemplo.com.br,2024-04-08
4506bb45-743a-4dac-8e57-e722df70db14,Levi Campos,1985-05-30,035.637.824-31,05857-107,Fonseca,AM,Brasil,F,+55 (081) 3158 7814,03563782431@exemplo.com.br,2025-02-10
60dd1dab-1c15-4c4d-a2f3-c690c5ec165a,Maria Fernanda Sales,1979-08-10,384.233.669-45,99412-843,da Mata do Oeste,GO,Brasil,M,+55 (084) 8748 2262,38423366945@exemplo.com.br,2024-06-27
ef3abdfb-442c-42c7-870b-cd10bd2b5659,Julia Leão,1955-07-11,819.566.441-15,04747360,Azevedo,MT,Brasil,M,(021) 9746 7296,81956644115@exemplo.com.br,2024-10-12
c180a4bb-709d-471e-8281-5b4d5ea8a784,Thiago Ramos,1971-12-24,251.391.056-24,46030-030,Pires,AP,Brasil,F,51 7825 3329,25139105624@exemplo.com.br,2025-01-28
05118383-7a43-45b9-842c-f1adc1f839a7,Dr. Noah da Paz,1977-05-23,140.530.652-93,42004-318,Costela da Mata,TO,Brasil,F,31 0352 9247,14053065293@exemplo.com.br,2024-12-31
8b425432-3269-45ba-83c0-6e019226db94,Alexandre Correia,2000-12-07,520.660.606-03,18963517,da Rocha de Castro,CE,Brasil,F,84 3360 8118,52066060603@exemplo.com.br,2024-12-26
a760f4a7-8c86-41e6-8325-b1182c471deb,Agatha Monteiro,1988-08-10,641.193.769-04,56148-568,Siqueira das Pedras,MG,Brasil,M,0300 201 4498,64119376904@exemplo.com.br,2025-06-13
284f360c-2b7f-4dc8-94e1-a1dc26defc60,Cauê Cirino,1991-01-29,257.031.613-20,16071-667,Pires,SC,Brasil,F,+55 (081) 6211 6823,25703161320@exemplo.com.br,2025-07-14
f87e5e2f-8aa7-4077-b127-8979b35ff370,Srta. Esther Costa,1960-08-08,223.455.694-51,96311356,Gonçalves,GO,Brasil,M,(081) 9127-6531,22345569451@exemplo.com.br,2025-04-14
b99697c0-9ae3-4e03-9946-ebe37413407c,Benjamim Pires,1985-09-28,199.243.813-68,68561207,Garcia,AC,Brasil,F,51 0325 5738,19924381368@exemplo.com.br,2024-02-14
f20df5ec-673e-44f8-9c30-66cc68397243,Ayla Abreu,1959-01-27,825.538.678-69,23865072,Pastor Grande,PB,Brasil,F,+55 (081) 4413-4369,82553867869@exemplo.com.br,2025-06-29
c48c78bc-f441-4b59-a250-db0612910493,Sr. Joaquim Mendonça,1995-05-26,014.136.975-10,86311-598,Novais,AL,Brasil,F,21 5422 0928,01413697510@exemplo.com.br,2024-07-25
668b3ee1-a2ea-49de-8f67-03bf46172cce,Maria Luísa da Costa,1987-08-30,124.208.417-54,75825110,Cunha dos Dourados,RR,Brasil,M,51 1607 8817,12420841754@exemplo.com.br,2023-11-22
4b4562d6-3c38-4bfd-bbfd-aab058728710,Theodoro Silva,1990-07-20,872.942.053-34,81520932,Cardoso,RS,Brasil,F,61 2773 4910,87294205334@exemplo.com.br,2024-06-10
51b19d30-773f-4298-884c-df2a3e1e034f,Dra. Laís Siqueira,1960-11-21,055.864.847-70,10801692,Novaes Paulista,PI,Brasil,F,11 4910 7500,05586484770@exemplo.com.br,2025-05-10
a85ef8eb-fcb0-4326-b81a-e2dc7080e0b9,Sra. Luna Nogueira,1963-02-22,279.816.321-75,92485-587,Machado,RN,Brasil,M,+55 (061) 1467 6419,27981632175@exemplo.com.br,2023-11-25
d3b18a24-050f-4050-b68e-a2bd56722025,Erick Garcia,1967-04-30,313.242.079-14,34020-773,Lima,TO,Brasil,M,0300-215-4248,31324207914@exemplo.com.br,2024-06-29
b4154ca8-9d1c-41d0-b60e-d96a041c6f2b,Ester Novais,1976-01-18,939.305.535-48,83074-095,Campos da Praia,SC,Brasil,F,(041) 6055-0979,93930553548@exemplo.com.br,2024-10-05
27e336a4-320f-4e41-9eca-06ae113e960c,Sr. Ravy Alves,1960-03-31,773.043.834-83,66276017,Porto,RJ,Brasil,M,0300-179-5384,77304383483@exemplo.com.br,2025-02-12
2a184685-da42-4909-9882-907c9a721bf6,Maria Júlia Rocha,1954-01-31,047.560.732-11,04333405,da Luz,PI,Brasil,F,61 4843 3033,04756073211@exemplo.com.br,2024-06-15
b42505f7-dbe9-4659-9ece-9f188521dcce,Kamilly Borges,1962-03-29,507.457.947-67,66367-174,Andrade,RS,Brasil,M,(041) 0663-8128,50745794767@exemplo.com.br,2025-05-11
eef95b70-f3cf-4e84-80a0-9279731d4194,Isadora Brito,1987-09-04,493.709.039-01,80125153,Freitas Paulista,PR,Brasil,M,0800 976 4939,49370903901@exemplo.com.br,2025-02-24
10dc8b3b-7b0f-4f7e-92d6-f1aa42bb5952,Ísis Oliveira,1973-07-12,209.939.919-97,79737-448,Pacheco da Prata,PE,Brasil,M,+55 (084) 8513-6336,20993991997@exemplo.com.br,2024-11-17
412cebe1-566e-4750-9771-618618ca47cc,Maysa Cavalcanti,1994-10-26,502.884.078-71,64423-599,Peixoto do Sul,RJ,Brasil,F,+55 21 7732-8265,50288407871@exemplo.com.br,2025-01-15
fc3f8c80-d834-4eed-a4ea-87bd70167c48,Gustavo Henrique Gonçalves,1977-07-28,993.580.192-20,52100-188,Vasconcelos,CE,Brasil,M,81 6992-2391,99358019220@exemplo.com.br,2025-02-16
5b06691a-faa8-4f36-9024-4888790d965f,Sr. Levi Montenegro,2006-07-18,444.866.336-27,35015312,Leão,RJ,Brasil,F,(011) 7136-6666,44486633627@exemplo.com.br,2024-02-23
e6420270-9037-4528-ab22-40aa9809cdec,Antônio Rezende,1936-11-08,365.585.921-08,02808033,da Mata de Goiás,SE,Brasil,F,+55 84 1482-2470,36558592108@exemplo.com.br,2025-04-24
1047807e-09d0-4837-ad36-8a5ae7b6020e,Ravy Sampaio,1990-07-31,016.763.977-57,96184-306,Fogaça de Nogueira,SE,Brasil,F,+55 11 6535-3391,01676397757@exemplo.com.br,2025-10-06
0399ebf7-01e6-41cd-a7a9-824f850fe915,Rafaela Teixeira,1986-02-27,993.862.550-03,44550-785,Rocha,AL,Brasil,M,(041) 4894-9796,99386255003@exemplo.com.br,2024-10-24
04e5fab3-00c5-4c77-8250-cf61c5921607,Igor Siqueira,1992-01-12,514.143.807-06,51487058,Costela das Pedras,RJ,Brasil,M,(051) 8115-7129,51414380706@exemplo.com.br,2024-05-04
e7b392cc-d02f-4ada-9bc3-44cb23bf5f2d,Eduarda Vargas,1947-11-13,037.831.819-88,99465789,Novais da Praia,AC,Brasil,F,+55 (041) 2384 8838,03783181988@exemplo.com.br,2024-01-21
5bcfd4ac-c7c0-4210-998b-821fe77f6d81,Dra. Ana Cecília Aparecida,1982-10-27,924.506.836-62,63224336,Cassiano Verde,PI,Brasil,M,+55 (061) 7309 7927,92450683662@exemplo.com.br,2025-10-29
e860d730-55dc-433f-93ee-d2e4eee3b3da,Emanuel Silva,1972-01-16,004.426.688-96,48301233,Cavalcante de Cassiano,BA,Brasil,M,+55 81 6506 2899,00442668896@exemplo.com.br,2024-12-28
062b01d5-4482-4f56-8ae4-3e0399eb2918,Mirella Moura,1964-04-19,267.074.638-09,27887945,Freitas,PE,Brasil,M,+55 (021) 4181-7316,26707463809@exemplo.com.br,2025-07-23
d416469e-be64-4951-8ecc-44722e9eedf2,Sr. José Campos,2005-06-08,075.897.652-67,02893349,da Rocha do Oeste,SC,Brasil,F,(084) 7807 8226,07589765267@exemplo.com.br,2024-03-10
fe0344b3-b455-4882-b949-7c73c37c3b9c,Sr. Levi da Rocha,1974-09-13,421.020.737-52,29551426,da Cruz,TO,Brasil,F,(071) 5738 8426,42102073752@exemplo.com.br,2024-07-06
8113c0b4-c6ba-469e-9143-853d48dfd61a,Thomas da Rosa,1946-01-08,181.800.637-42,29299-267,Duarte,PE,Brasil,F,84 2402 4052,18180063742@exemplo.com.br,2024-03-17
ca65d6b4-7493-43da-af5b-7a95ae83dbd4,Giovanna Campos,1978-02-21,761.454.212-13,41999-080,Pastor,SP,Brasil,F,(081) 3223 0274,76145421213@exemplo.com.br,2025-10-30
1b618d7c-841f-4dc1-a9a0-3817e71f2099,Sra. Milena da Paz,1988-01-24,300.448.893-09,40025855,Costela de Fogaça,SE,Brasil,F,+55 (051) 6894 6648,30044889309@exemplo.com.br,2025-10-24
b19e5c2f-56ff-4e97-b11c-8b6b4eec0eda,Dr. Cauê Pereira,1965-06-14,353.913.255-33,19711592,Teixeira,BA,Brasil,M,81 6651-1078,35391325533@exemplo.com.br,2024-12-10
0173909e-d135-448f-84da-837d46c36bae,Enrico Pinto,1935-06-24,591.570.426-64,49053-823,Almeida,PA,Brasil,F,+55 (051) 4805 9456,59157042664@exemplo.com.br,2024-05-23
9fd1db79-b832-4416-81d5-cfe22c122607,Eduarda Mendes,1988-03-13,011.505.775-21,14536558,Camargo de Minas,SC,Brasil,F,+55 (031) 8227-4018,01150577521@exemplo.com.br,2025-08-14
8fff02aa-14b6-473c-b911-9c7a6821b1ea,Maria Sophia Mendes,2004-01-12,737.107.089-93,35743751,Costa do Amparo,PR,Brasil,M,+55 (084) 9821 7540,73710708993@exemplo.com.br,2024-03-13
b3ff5648-ba47-4b01-a374-753055a0ca19,Heitor da Conceição,1957-08-02,243.281.045-66,86462326,Sampaio,SE,Brasil,M,+55 (041) 8376-9513,24328104566@exemplo.com.br,2025-09-10
ce771c45-b263-4604-b008-7eb7fdf97336,Maria Julia Nunes,1975-05-19,804.851.111-31,03842-593,Azevedo do Amparo,AL,Brasil,F,+55 84 7602-2450,80485111131@exemplo.com.br,2025-02-03
723d1f3a-f5ac-4a72-b8d1-6eb1b244c252,Bianca Oliveira,1945-12-26,866.602.716-23,81531616,Rios,CE,Brasil,M,+55 (061) 2248 8065,86660271623@exemplo.com.br,2025-03-21
21d86bc6-016a-44c6-9f28-89850aeb3d53,Sr. João Ferreira,1969-12-17,425.957.086-88,70767-657,Nunes do Amparo,AL,Brasil,M,84 0997 9032,42595708688@exemplo.com.br,2023-11-30
a53e9260-2e8c-4785-95df-0e1bda200f13,Natália Sá,1956-10-07,436.712.853-56,46974-009,Aragão,MA,Brasil,M,(081) 1190-4992,43671285356@exemplo.com.br,2025-06-14
98ad4cef-2976-443b-90ce-af07607abd5f,Dr. Valentim Albuquerque,1962-04-11,073.417.504-36,10264402,Barros de Dias,AL,Brasil,F,(021) 3572 1517,07341750436@exemplo.com.br,2023-12-01
a9294352-43cc-45d2-99da-6792f86f491c,Sr. Vicente Teixeira,1988-01-27,397.183.579-39,51778748,Rodrigues de Peixoto,TO,Brasil,F,+55 81 8385-6328,39718357939@exemplo.com.br,2024-03-21
1bed6f4f-dc77-4962-9d45-d1203213f53f,Dra. Melina Camargo,1983-08-09,310.313.123-27,18768642,Cunha,TO,Brasil,M,(071) 9350-8844,31031312327@exemplo.com.br,2025-06-10
1e200b17-23e9-4a6d-a8f5-044b69fe70de,Luiz Felipe Cavalcanti,1977-01-21,484.170.430-06,72494657,Andrade,PA,Brasil,M,+55 (051) 9949-0776,48417043006@exemplo.com.br,2025-03-10
87c8389d-8659-4a1a-b1ce-3ad6c69264e0,Brayan Garcia,1940-04-15,793.451.475-10,30068-533,da Mota,MA,Brasil,M,(011) 5242-9307,79345147510@exemplo.com.br,2024-03-24
38c1a736-6c77-43e8-8f57-71fd26748438,João Miguel Campos,1998-01-23,206.355.231-50,80848-484,Dias de Sá,TO,Brasil,F,+55 84 9151-6875,20635523150@exemplo.com.br,2024-05-06
64bc8e29-02af-4098-bebe-b5805353bb57,João Lucas Lopes,1981-10-01,462.944.652-21,26696346,Sampaio,RO,Brasil,M,(051) 8078-9114,46294465221@exemplo.com.br,2023-11-21
dab67b1b-3e01-4cea-b56d-770e5761fb46,Maitê Costela,1974-12-07,964.401.261-21,95853-744,Nogueira,CE,Brasil,M,+55 11 5323-3221,96440126121@exemplo.com.br,2025-01-16
1cceab58-8868-4c76-bdb6-9c23d810408d,Sr. Raul Pinto,1981-03-15,479.815.362-53,61753-674,Vargas,MT,Brasil,F,51 6027 7002,47981536253@exemplo.com.br,2025-05-30
1e0c0789-f90c-4b94-99d1-3bfdedd3c014,Diego Pimenta,1966-08-19,004.127.591-35,83287537,Santos,PB,Brasil,M,(051) 2825 7212,00412759135@exemplo.com.br,2025-10-02
c4d0fb4c-a0cb-4985-ba23-30792e1e6b16,Nicole Carvalho,1945-06-08,855.299.911-87,93916-532,Souza Verde,PA,Brasil,M,(031) 8619 7961,85529991187@exemplo.com.br,2025-06-10
1ca893cd-c28c-47bd-ae02-7a423f40aba3,Emanuella Borges,2002-12-01,610.916.628-04,39046-701,Teixeira de Aparecida,PR,Brasil,F,41 6656 9827,61091662804@exemplo.com.br,2024-06-07
26d4f2ed-3834-4b36-bd44-dca5f5d61c5b,Maria Flor Castro,1941-09-09,102.352.937-12,96519893,Correia,AM,Brasil,M,+55 (061) 1172-6209,10235293712@exemplo.com.br,2023-11-18
edeba88d-d886-4744-bfaa-6734a24136fc,João Lucas Correia,1991-04-04,010.833.689-53,58714-372,Silveira,AM,Brasil,F,71 8865-9007,01083368953@exemplo.com.br,2024-10-27
72133c2f-247d-4705-96e7-c94a74fea4e6,Yan da Paz,1979-06-26,823.602.663-75,41469-079,Rocha,AL,Brasil,F,41 0147 6253,82360266375@exemplo.com.br,2024-01-19
78381983-e882-43f2-a19a-3aa92a2b6079,Felipe Mendes,2002-11-09,937.014.420-79,43841-248,Brito,PA,Brasil,F,+55 (071) 3025-8218,93701442079@exemplo.com.br,2024-06-11
a8b93091-b432-4dfa-8f11-5a040e216209,Sra. Bella Aragão,1967-07-31,577.179.888-05,70391586,Fernandes do Oeste,RR,Brasil,M,(021) 2301 3621,57717988805@exemplo.com.br,2024-02-11
a71085be-1752-42df-8da7-1e85822456b8,Sr. Anthony Aragão,1999-02-20,060.521.257-14,56899-425,Martins,TO,Brasil,M,+55 (081) 3123-3303,06052125714@exemplo.com.br,2024-06-01
1a4e606d-daf3-45af-9677-af31c50a401d,João Miguel Guerra,1943-12-26,347.686.076-18,83368-335,Fonseca do Galho,RJ,Brasil,F,(051) 6122-7491,34768607618@exemplo.com.br,2025-02-09
13bec34f-314e-4319-a606-56e66766ddb4,Gabriel Santos,1976-01-13,363.682.077-91,57390-553,Ramos,PR,Brasil,F,(031) 2425 3782,36368207791@exemplo.com.br,2025-07-15
569b4a7e-b171-4486-a646-15e5b8033361,Maria Alice Gonçalves,1956-08-11,887.847.874-59,95240625,Souza,SC,Brasil,M,+55 84 7890 4708,88784787459@exemplo.com.br,2025-04-16
c61d7c78-7452-4fca-abfa-b004e5a55770,Lara Machado,1965-08-05,057.420.748-98,29927-950,Carvalho,PA,Brasil,M,11 0258-6161,05742074898@exemplo.com.br,2024-11-06
78bb66a7-217a-4d65-b276-4670ef7a3bec,Otávio Cassiano,1959-03-31,491.136.906-05,01774518,da Mata,MS,Brasil,F,31 1850-3665,49113690605@exemplo.com.br,2025-10-26
5071dbc5-a879-49cf-93c5-ab6969ebc45f,Ana Laura Nascimento,2003-09-13,885.231.180-63,09139472,Dias de Goiás,AC,Brasil,F,+55 11 0441-0864,88523118063@exemplo.com.br,2023-12-02
69a36be7-b893-431a-be97-c859a39239a8,Davi Lucca da Costa,1977-09-05,642.713.315-64,40085-719,Porto,BA,Brasil,M,+55 (021) 0726 9706,64271331564@exemplo.com.br,2025-06-29
3c4451a9-8ef1-4819-88d2-21606d5cde6c,Bruna Pastor,1943-06-13,917.410.404-01,28279-019,Casa Grande de Nascimento,AC,Brasil,F,31 9278 2882,91741040401@exemplo.com.br,2024-08-03
7fa3d163-ae73-4e14-883c-28998c2f034d,Maria Flor Garcia,2006-03-24,054.769.847-03,84588181,Marques,MG,Brasil,M,+55 11 1017-1795,05476984703@exemplo.com.br,2025-10-29
9ed4db01-78b0-43aa-90a3-43242ead7f03,Josué das Neves,1959-06-14,476.471.437-09,73810023,Vasconcelos,SP,Brasil,M,21 0080 3484,47647143709@exemplo.com.br,2024-10-13
765d2d4a-8b51-4442-84ed-ebfb8eead27b,Maria Luísa Rocha,1975-11-29,037.241.965-39,21718811,Teixeira do Galho,RO,Brasil,M,61 5973 4530,03724196539@exemplo.com.br,2024-04-14
875e728d-3edd-4444-98a9-1399060b210c,Maria Eduarda Castro,1995-01-26,126.483.994-57,23783912,Abreu,DF,Brasil,F,+55 (071) 2751-2124,12648399457@exemplo.com.br,2025-01-15
b8180751-2019-459e-a7a7-cbf79011db71,Fernanda Fernandes,1956-11-05,244.617.211-89,10577139,Barros da Praia,AM,Brasil,F,+55 (031) 4256 0782,24461721189@exemplo.com.br,2024-05-13
dc24284f-60cc-47b8-990f-72ccb9b0b076,Vicente Alves,1979-09-28,762.865.828-91,06737362,Farias do Amparo,SE,Brasil,F,+55 11 1212 4217,76286582891@exemplo.com.br,2024-12-30
17e10f28-fd07-4a7c-a944-42649fc83d59,Kaique Rocha,1935-07-02,569.929.205-39,84468432,Machado,SP,Brasil,M,(071) 5972-8777,56992920539@exemplo.com.br,2024-07-07
a2a1dc74-7394-49d9-bf13-79047e7a2743,Davi Miguel Ferreira,1984-12-17,743.828.448-87,58543-118,Machado de Nunes,RR,Brasil,F,0900 719 3359,74382844887@exemplo.com.br,2024-01-30
4ff90a1e-d2a6-4e13-a66f-314ed30782d9,Bianca Pimenta,2005-05-27,192.229.910-70,32402350,Garcia,RJ,Brasil,F,+55 71 9907 1046,19222991070@exemplo.com.br,2023-11-24
78f407af-1aab-46f2-9126-2bbbbb4de88a,Caroline Santos,1969-04-03,448.523.555-50,33824860,Silveira de Goiás,RS,Brasil,M,+55 (021) 8924 9954,44852355550@exemplo.com.br,2024-09-15
73a77a44-ddac-4cca-919d-eb42d09d16c1,Sra. Helena Pacheco,1959-07-29,871.345.791-32,99102-839,Sá,SE,Brasil,M,0800 306 3032,87134579132@exemplo.com.br,2024-12-06
9c14f0f5-5786-4e76-962f-aa30433388f3,Giovanna Cavalcanti,1977-12-23,664.341.950-00,33493407,Cirino,GO,Brasil,M,(081) 4164 5720,66434195000@exemplo.com.br,2025-11-08
b2abafb5-7b41-42de-9fc2-0d79c3af6dbf,Luan Martins,1993-08-29,499.187.052-83,40416115,Alves Paulista,PE,Brasil,F,61 6299-8633,49918705283@exemplo.com.br,2025-03-20
2a724d11-c288-4959-9262-136eb8e2a660,Bianca Martins,1934-12-20,600.843.688-56,91175039,Gonçalves do Amparo,CE,Brasil,M,41 1220 5387,60084368856@exemplo.com.br,2024-06-01
2b48c338-1f22-4f7e-91e5-90482656ee14,Isaque Sampaio,1946-12-05,650.535.154-53,86958-834,Teixeira das Flores,RR,Brasil,M,(021) 9499 1143,65053515453@exemplo.com.br,2025-04-02
eadd80ed-db3e-48ff-b068-42b31b9ccfba,Henrique Jesus,1940-08-24,159.706.287-91,16739268,Barros,MT,Brasil,F,+55 (081) 6721 0982,15970628791@exemplo.com.br,2025-04-04
d0d76294-5c65-412a-9024-e7a9f3def223,Luiz Felipe Albuquerque,1960-09-22,116.826.937-92,90417-623,Rezende do Norte,TO,Brasil,F,+55 (011) 1886-4262,11682693792@exemplo.com.br,2025-08-06
664dd2aa-ccc9-45c3-bff2-72fc715cedcd,Pietro Gomes,1981-11-15,911.680.610-11,44486971,Pinto do Oeste,PA,Brasil,F,+55 (071) 3917 0630,91168061011@exemplo.com.br,2025-07-05
304c6cbb-50eb-4930-85c3-cd4a04503470,Oliver Barros,1976-02-22,593.946.717-29,27849-084,Nogueira do Norte,RJ,Brasil,F,+55 61 7475 9554,59394671729@exemplo.com.br,2024-10-28
503e870a-ba80-40d4-b86b-facebc1a53bc,Srta. Maria Isis Lopes,2007-07-30,573.784.603-35,28492174,Nascimento,MG,Brasil,F,+55 (061) 7142 8429,57378460335@exemplo.com.br,2025-11-07
731934ca-44e5-4241-8bbb-2142c763c341,Manuella Silva,1966-06-05,879.341.426-71,07680-394,Cunha,PB,Brasil,F,81 0647-0173,87934142671@exemplo.com.br,2025-09-06
9e11d136-c914-45cd-bd2b-ebc66d8c64b7,Maria Marques,1984-08-24,723.226.804-38,01114-176,Mendes dos Dourados,AP,Brasil,F,(071) 4417 2635,72322680438@exemplo.com.br,2024-12-26
36de444a-8899-427f-ae4c-f5c7018c7d6a,Aylla Vasconcelos,1948-09-10,023.725.169-05,71370608,Caldeira de da Costa,RS,Brasil,M,+55 84 0438-3033,02372516905@exemplo.com.br,2024-04-23
3448dd18-05a0-4c8a-abad-f5958282cd9c,Srta. Maya Monteiro,1950-02-15,033.086.337-84,13435963,Costa,SC,Brasil,F,+55 (071) 7532-7234,03308633784@exemplo.com.br,2024-03-30
ddca74e0-bbfb-408c-8a31-5a365d4831fc,Kamilly Rocha,1963-10-14,525.914.814-19,51939330,Costela de Leão,PA,Brasil,F,+55 41 7234-3207,52591481419@exemplo.com.br,2025-03-03
616e4f5a-54f9-487b-929e-0ade71fe84e3,Ana Cecília Monteiro,1996-05-19,809.410.579-14,28209937,Fernandes Verde,PB,Brasil,M,(041) 2404 3379,80941057914@exemplo.com.br,2024-08-27
515212a8-0487-436f-b627-039dcc112a7b,Melissa Borges,2004-11-30,234.359.154-50,18483-900,Camargo,RS,Brasil,M,+55 (081) 4812-2397,23435915450@exemplo.com.br,2025-04-17
62a5386b-7ec4-4040-b3e5-69e14433ba68,Maria Flor Moreira,1989-03-30,028.164.625-01,45702-187,da Paz da Mata,RO,Brasil,F,(011) 6952-5050,02816462501@exemplo.com.br,2025-07-27
06a812b6-a265-41a6-8cf0-1d56806bad82,Maria Luísa Oliveira,1958-09-26,953.652.590-04,55949398,Cardoso,SP,Brasil,F,+55 (061) 4101 1508,95365259004@exemplo.com.br,2025-06-09
97ddd1bc-caf7-45ee-9e0c-b0f430c0e163,Hellena Ribeiro,1996-07-18,071.661.753-95,73594-398,Alves Alegre,PI,Brasil,M,+55 (051) 1242 9002,07166175395@exemplo.com.br,2024-02-14
476cfb65-2f5a-4895-b809-c15dd04286ba,Agatha Rodrigues,1984-11-24,723.720.533-90,47214106,Aragão da Prata,AM,Brasil,F,(031) 4160 8658,72372053390@exemplo.com.br,2024-03-02
f397a932-b51a-4cd5-8794-9500af636cb8,Maria Cecília Alves,1989-09-21,758.251.655-86,34032248,Costela,AM,Brasil,M,+55 31 1020-2495,75825165586@exemplo.com.br,2024-06-23
41c34d83-0c98-4e44-89b9-edacaaf9506b,Ravi Machado,1938-04-20,402.141.111-40,37137-743,Alves da Mata,AC,Brasil,M,0300-823-6408,40214111140@exemplo.com.br,2024-11-28
1a20a789-581c-4fbd-97bb-06c148486770,Srta. Maria Flor Teixeira,1984-06-18,410.222.044-10,47015-171,Mendes de Goiás,GO,Brasil,F,0300-763-0064,41022204410@exemplo.com.br,2023-11-21
17f2532c-d854-4241-aa70-7c02d6b6b7c4,Henrique Camargo,1965-05-11,422.918.731-76,22093-888,Melo da Mata,RO,Brasil,F,+55 31 5089 3607,42291873176@exemplo.com.br,2024-05-16
d655991a-386c-4228-b64a-e5c58bba3a37,Brenda Camargo,1938-08-13,322.176.479-10,95769-031,Lima do Oeste,CE,Brasil,F,71 3067 5559,32217647910@exemplo.com.br,2024-10-04
76339ac3-8507-466c-93d1-b808e363f304,João Pedro Cirino,1979-01-03,543.232.754-99,09831175,Novaes de Rios,RJ,Brasil,F,0500-056-6035,54323275499@exemplo.com.br,2024-10-18
69a4c4b4-45bf-487e-943d-b1e01e1db12a,Augusto Pimenta,1959-02-25,686.029.678-41,36995250,Cunha,PR,Brasil,F,(071) 2838 5277,68602967841@exemplo.com.br,2024-12-17
426b33ef-f099-4bc5-b668-e53ae12c47a8,Davi Luiz Brito,1935-10-13,129.703.983-92,53225563,Santos,TO,Brasil,M,+55 (031) 0432-2409,12970398392@exemplo.com.br,2025-10-04
